Year,County,Region,Stage,Type,Count
2014,Zavala,8-San Antonio,Investigation,Other,6
2014,Unknown,Unknown,Investigation,Family/Kinship Foster Home,4
2014,Unknown,Unknown,Family Preservation,Family/Kinship Foster Home,1
2014,Out of State,Out of State,Family Preservation,Family/Kinship Foster Home,2
2013,Anderson,4-Tyler,Investigation,Emergency Shelter,3
2013,Anderson,4-Tyler,Investigation,Family/Kinship Foster Home,6
2013,Anderson,4-Tyler,Investigation,Non-Relative Foster Home,5
2013,Anderson,4-Tyler,Investigation,Other,2
2013,Anderson,4-Tyler,Family Preservation,Family/Kinship Foster Home,14
2013,Anderson,4-Tyler,Family Preservation,Non-Relative Foster Home,2
2013,Andrews,9-Midland,Investigation,Emergency Shelter,3
2013,Andrews,9-Midland,Investigation,Non-Relative Foster Home,2
2013,Andrews,9-Midland,Investigation,Other,2
2013,Andrews,9-Midland,Family Preservation,Family/Kinship Foster Home,3
2013,Andrews,9-Midland,Family Preservation,Non-Relative Foster Home,2
2013,Andrews,9-Midland,Family Preservation,Other,4
2013,Angelina,5-Beaumont,Investigation,Emergency Shelter,1
2013,Angelina,5-Beaumont,Investigation,Family/Kinship Foster Home,11
2013,Angelina,5-Beaumont,Investigation,Non-Relative Foster Home,4
2013,Angelina,5-Beaumont,Investigation,Other,7
2013,Angelina,5-Beaumont,Family Preservation,Family/Kinship Foster Home,6
2013,Angelina,5-Beaumont,Family Preservation,GRO/RTC,1
2013,Angelina,5-Beaumont,Family Preservation,Non-Relative Foster Home,4
2013,Angelina,5-Beaumont,Family Preservation,Other,4
2013,Aransas,11-Edinburg,Investigation,Emergency Shelter,3
2013,Aransas,11-Edinburg,Investigation,Family/Kinship Foster Home,6
2013,Aransas,11-Edinburg,Investigation,Non-Relative Foster Home,14
2013,Aransas,11-Edinburg,Investigation,Other,1
2013,Aransas,11-Edinburg,Family Preservation,Emergency Shelter,3
2013,Aransas,11-Edinburg,Family Preservation,Non-Relative Foster Home,3
2013,Aransas,11-Edinburg,Family Preservation,Other,2
2013,Archer,2-Abilene,Investigation,Emergency Shelter,1
2013,Archer,2-Abilene,Investigation,Other,1
2013,Archer,2-Abilene,Family Preservation,Other,3
2013,Armstrong,1-Lubbock,Investigation,Non-Relative Foster Home,2
2013,Atascosa,8-San Antonio,Investigation,Emergency Shelter,28
2013,Atascosa,8-San Antonio,Investigation,Family/Kinship Foster Home,20
2013,Atascosa,8-San Antonio,Investigation,Non-Relative Foster Home,13
2013,Atascosa,8-San Antonio,Investigation,Other,28
2013,Atascosa,8-San Antonio,Family Preservation,Emergency Shelter,3
2013,Atascosa,8-San Antonio,Family Preservation,Family/Kinship Foster Home,11
2013,Atascosa,8-San Antonio,Family Preservation,Non-Relative Foster Home,1
2013,Atascosa,8-San Antonio,Family Preservation,Other,4
2013,Austin,6-Houston,Investigation,Family/Kinship Foster Home,3
2013,Austin,6-Houston,Investigation,Non-Relative Foster Home,3
2013,Austin,6-Houston,Investigation,Other,1
2013,Austin,6-Houston,Family Preservation,Family/Kinship Foster Home,5
2013,Austin,6-Houston,Family Preservation,Non-Relative Foster Home,3
2013,Bailey,1-Lubbock,Investigation,Non-Relative Foster Home,5
2013,Bandera,8-San Antonio,Investigation,Emergency Shelter,3
2013,Bandera,8-San Antonio,Investigation,Family/Kinship Foster Home,3
2013,Bandera,8-San Antonio,Investigation,Non-Relative Foster Home,4
2013,Bandera,8-San Antonio,Investigation,GRO/RTC,3
2013,Bandera,8-San Antonio,Family Preservation,Emergency Shelter,1
2013,Bandera,8-San Antonio,Family Preservation,Family/Kinship Foster Home,5
2013,Bandera,8-San Antonio,Family Preservation,GRO/RTC,1
2013,Bandera,8-San Antonio,Family Preservation,Other,2
2013,Bastrop,7-Austin,Investigation,Emergency Shelter,3
2013,Bastrop,7-Austin,Investigation,Family/Kinship Foster Home,56
2013,Bastrop,7-Austin,Investigation,Non-Relative Foster Home,25
2013,Bastrop,7-Austin,Investigation,Other,7
2013,Bastrop,7-Austin,Family Preservation,Emergency Shelter,1
2013,Bastrop,7-Austin,Family Preservation,Family/Kinship Foster Home,27
2013,Bastrop,7-Austin,Family Preservation,Non-Relative Foster Home,10
2013,Bastrop,7-Austin,Family Preservation,Other,1
2013,Bee,11-Edinburg,Investigation,Emergency Shelter,9
2013,Bee,11-Edinburg,Investigation,Family/Kinship Foster Home,4
2013,Bee,11-Edinburg,Investigation,Non-Relative Foster Home,7
2013,Bee,11-Edinburg,Investigation,Other,5
2013,Bee,11-Edinburg,Family Preservation,Emergency Shelter,4
2013,Bee,11-Edinburg,Family Preservation,Family/Kinship Foster Home,5
2013,Bee,11-Edinburg,Family Preservation,Non-Relative Foster Home,6
2013,Bee,11-Edinburg,Family Preservation,Other,2
2013,Bell,7-Austin,Investigation,Emergency Shelter,22
2013,Bell,7-Austin,Investigation,Family/Kinship Foster Home,161
2013,Bell,7-Austin,Investigation,Non-Relative Foster Home,156
2013,Bell,7-Austin,Investigation,Other,76
2013,Bell,7-Austin,Investigation,GRO/RTC,2
2013,Bell,7-Austin,Family Preservation,Emergency Shelter,1
2013,Bell,7-Austin,Family Preservation,Family/Kinship Foster Home,29
2013,Bell,7-Austin,Family Preservation,Non-Relative Foster Home,14
2013,Bell,7-Austin,Family Preservation,Other,11
2013,Bexar,8-San Antonio,Investigation,Emergency Shelter,260
2013,Bexar,8-San Antonio,Investigation,Family/Kinship Foster Home,342
2013,Bexar,8-San Antonio,Investigation,GRO/RTC,2
2013,Bexar,8-San Antonio,Investigation,Non-Relative Foster Home,263
2013,Bexar,8-San Antonio,Investigation,Other,266
2013,Bexar,8-San Antonio,Investigation,GRO/RTC,10
2013,Bexar,8-San Antonio,Family Preservation,Emergency Shelter,148
2013,Bexar,8-San Antonio,Family Preservation,Family/Kinship Foster Home,376
2013,Bexar,8-San Antonio,Family Preservation,GRO/RTC,5
2013,Bexar,8-San Antonio,Family Preservation,Non-Relative Foster Home,147
2013,Bexar,8-San Antonio,Family Preservation,Other,57
2013,Bexar,8-San Antonio,Family Preservation,GRO/RTC,1
2013,Blanco,7-Austin,Family Preservation,Family/Kinship Foster Home,2
2013,Borden,9-Midland,Investigation,Family/Kinship Foster Home,3
2013,Borden,9-Midland,Investigation,Non-Relative Foster Home,1
2013,Borden,9-Midland,Family Preservation,Non-Relative Foster Home,1
2013,Bosque,7-Austin,Investigation,Family/Kinship Foster Home,5
2013,Bosque,7-Austin,Investigation,Non-Relative Foster Home,6
2013,Bosque,7-Austin,Investigation,Other,1
2013,Bosque,7-Austin,Family Preservation,Emergency Shelter,1
2013,Bosque,7-Austin,Family Preservation,Family/Kinship Foster Home,1
2013,Bowie,4-Tyler,Investigation,Emergency Shelter,11
2013,Bowie,4-Tyler,Investigation,Family/Kinship Foster Home,41
2013,Bowie,4-Tyler,Investigation,GRO/RTC,4
2013,Bowie,4-Tyler,Investigation,Non-Relative Foster Home,33
2013,Bowie,4-Tyler,Investigation,Other,3
2013,Bowie,4-Tyler,Investigation,GRO/RTC,1
2013,Bowie,4-Tyler,Family Preservation,Family/Kinship Foster Home,2
2013,Bowie,4-Tyler,Family Preservation,Non-Relative Foster Home,3
2013,Bowie,4-Tyler,Family Preservation,Other,6
2013,Brazoria,6-Houston,Investigation,Emergency Shelter,9
2013,Brazoria,6-Houston,Investigation,Family/Kinship Foster Home,25
2013,Brazoria,6-Houston,Investigation,Non-Relative Foster Home,22
2013,Brazoria,6-Houston,Investigation,Other,4
2013,Brazoria,6-Houston,Family Preservation,Emergency Shelter,1
2013,Brazoria,6-Houston,Family Preservation,Family/Kinship Foster Home,18
2013,Brazoria,6-Houston,Family Preservation,Non-Relative Foster Home,7
2013,Brazoria,6-Houston,Family Preservation,Other,7
2013,Brazos,7-Austin,Investigation,Emergency Shelter,6
2013,Brazos,7-Austin,Investigation,Family/Kinship Foster Home,6
2013,Brazos,7-Austin,Investigation,Non-Relative Foster Home,25
2013,Brazos,7-Austin,Investigation,Other,8
2013,Brazos,7-Austin,Investigation,GRO/RTC,1
2013,Brazos,7-Austin,Family Preservation,Family/Kinship Foster Home,4
2013,Brooks,11-Edinburg,Investigation,Family/Kinship Foster Home,2
2013,Brooks,11-Edinburg,Investigation,Non-Relative Foster Home,10
2013,Brooks,11-Edinburg,Investigation,Other,5
2013,Brown,2-Abilene,Investigation,Emergency Shelter,3
2013,Brown,2-Abilene,Investigation,Family/Kinship Foster Home,18
2013,Brown,2-Abilene,Investigation,Non-Relative Foster Home,3
2013,Brown,2-Abilene,Investigation,Other,3
2013,Brown,2-Abilene,Investigation,GRO/RTC,1
2013,Brown,2-Abilene,Family Preservation,Non-Relative Foster Home,1
2013,Burleson,7-Austin,Investigation,Emergency Shelter,2
2013,Burleson,7-Austin,Investigation,Family/Kinship Foster Home,8
2013,Burleson,7-Austin,Investigation,Non-Relative Foster Home,5
2013,Burleson,7-Austin,Investigation,Other,1
2013,Burnet,7-Austin,Investigation,Emergency Shelter,3
2013,Burnet,7-Austin,Investigation,Family/Kinship Foster Home,27
2013,Burnet,7-Austin,Investigation,Non-Relative Foster Home,19
2013,Burnet,7-Austin,Investigation,Other,9
2013,Burnet,7-Austin,Family Preservation,Family/Kinship Foster Home,6
2013,Burnet,7-Austin,Family Preservation,Non-Relative Foster Home,1
2013,Caldwell,7-Austin,Investigation,Emergency Shelter,5
2013,Caldwell,7-Austin,Investigation,Family/Kinship Foster Home,28
2013,Caldwell,7-Austin,Investigation,Non-Relative Foster Home,5
2013,Caldwell,7-Austin,Investigation,Other,3
2013,Caldwell,7-Austin,Investigation,GRO/RTC,1
2013,Caldwell,7-Austin,Family Preservation,Family/Kinship Foster Home,6
2013,Calhoun,8-San Antonio,Investigation,Family/Kinship Foster Home,2
2013,Calhoun,8-San Antonio,Investigation,Non-Relative Foster Home,1
2013,Calhoun,8-San Antonio,Investigation,Other,1
2013,Calhoun,8-San Antonio,Family Preservation,Non-Relative Foster Home,3
2013,Calhoun,8-San Antonio,Family Preservation,Other,1
2013,Callahan,2-Abilene,Investigation,Non-Relative Foster Home,1
2013,Cameron,11-Edinburg,Investigation,Emergency Shelter,19
2013,Cameron,11-Edinburg,Investigation,Family/Kinship Foster Home,62
2013,Cameron,11-Edinburg,Investigation,GRO/RTC,4
2013,Cameron,11-Edinburg,Investigation,Non-Relative Foster Home,66
2013,Cameron,11-Edinburg,Investigation,Other,39
2013,Cameron,11-Edinburg,Investigation,GRO/RTC,1
2013,Cameron,11-Edinburg,Family Preservation,Emergency Shelter,6
2013,Cameron,11-Edinburg,Family Preservation,Family/Kinship Foster Home,15
2013,Cameron,11-Edinburg,Family Preservation,Non-Relative Foster Home,27
2013,Cameron,11-Edinburg,Family Preservation,Other,14
2013,Camp,4-Tyler,Investigation,Family/Kinship Foster Home,11
2013,Camp,4-Tyler,Investigation,Non-Relative Foster Home,9
2013,Camp,4-Tyler,Investigation,Other,5
2013,Camp,4-Tyler,Family Preservation,Family/Kinship Foster Home,1
2013,Camp,4-Tyler,Family Preservation,Non-Relative Foster Home,4
2013,Camp,4-Tyler,Family Preservation,Other,2
2013,Carson,1-Lubbock,Investigation,Emergency Shelter,1
2013,Cass,4-Tyler,Investigation,Family/Kinship Foster Home,25
2013,Cass,4-Tyler,Investigation,Non-Relative Foster Home,11
2013,Cass,4-Tyler,Family Preservation,Family/Kinship Foster Home,2
2013,Cass,4-Tyler,Family Preservation,Non-Relative Foster Home,2
2013,Castro,1-Lubbock,Family Preservation,Family/Kinship Foster Home,4
2013,Castro,1-Lubbock,Family Preservation,Non-Relative Foster Home,6
2013,Chambers,6-Houston,Investigation,Emergency Shelter,3
2013,Chambers,6-Houston,Investigation,Family/Kinship Foster Home,12
2013,Chambers,6-Houston,Investigation,Non-Relative Foster Home,1
2013,Chambers,6-Houston,Investigation,Other,2
2013,Chambers,6-Houston,Family Preservation,Family/Kinship Foster Home,1
2013,Cherokee,4-Tyler,Investigation,Emergency Shelter,4
2013,Cherokee,4-Tyler,Investigation,Family/Kinship Foster Home,4
2013,Cherokee,4-Tyler,Investigation,GRO/RTC,4
2013,Cherokee,4-Tyler,Investigation,Non-Relative Foster Home,17
2013,Cherokee,4-Tyler,Investigation,Other,7
2013,Cherokee,4-Tyler,Investigation,GRO/RTC,1
2013,Cherokee,4-Tyler,Family Preservation,Emergency Shelter,4
2013,Cherokee,4-Tyler,Family Preservation,Family/Kinship Foster Home,8
2013,Cherokee,4-Tyler,Family Preservation,Non-Relative Foster Home,1
2013,Cherokee,4-Tyler,Family Preservation,Other,1
2013,Childress,1-Lubbock,Family Preservation,Family/Kinship Foster Home,2
2013,Childress,1-Lubbock,Family Preservation,Non-Relative Foster Home,3
2013,Clay,2-Abilene,Investigation,Emergency Shelter,1
2013,Clay,2-Abilene,Investigation,Family/Kinship Foster Home,2
2013,Clay,2-Abilene,Investigation,Non-Relative Foster Home,2
2013,Clay,2-Abilene,Family Preservation,Non-Relative Foster Home,1
2013,Cochran,1-Lubbock,Family Preservation,Other,4
2013,Coke,9-Midland,Investigation,Family/Kinship Foster Home,4
2013,Coleman,2-Abilene,Investigation,Family/Kinship Foster Home,8
2013,Coleman,2-Abilene,Investigation,Non-Relative Foster Home,2
2013,Coleman,2-Abilene,Family Preservation,Family/Kinship Foster Home,2
2013,Coleman,2-Abilene,Family Preservation,Non-Relative Foster Home,2
2013,Collin,3-Arlington,Investigation,Emergency Shelter,26
2013,Collin,3-Arlington,Investigation,Family/Kinship Foster Home,42
2013,Collin,3-Arlington,Investigation,Non-Relative Foster Home,86
2013,Collin,3-Arlington,Investigation,Other,22
2013,Collin,3-Arlington,Investigation,GRO/RTC,1
2013,Collin,3-Arlington,Family Preservation,Emergency Shelter,13
2013,Collin,3-Arlington,Family Preservation,Family/Kinship Foster Home,5
2013,Collin,3-Arlington,Family Preservation,Non-Relative Foster Home,9
2013,Collin,3-Arlington,Family Preservation,Other,2
2013,Collingsworth,1-Lubbock,Investigation,Non-Relative Foster Home,1
2013,Colorado,6-Houston,Investigation,Family/Kinship Foster Home,2
2013,Colorado,6-Houston,Investigation,Non-Relative Foster Home,9
2013,Comal,8-San Antonio,Investigation,Emergency Shelter,14
2013,Comal,8-San Antonio,Investigation,Family/Kinship Foster Home,33
2013,Comal,8-San Antonio,Investigation,GRO/RTC,3
2013,Comal,8-San Antonio,Investigation,Non-Relative Foster Home,18
2013,Comal,8-San Antonio,Investigation,Other,19
2013,Comal,8-San Antonio,Family Preservation,Emergency Shelter,1
2013,Comal,8-San Antonio,Family Preservation,Family/Kinship Foster Home,18
2013,Comal,8-San Antonio,Family Preservation,Non-Relative Foster Home,7
2013,Comal,8-San Antonio,Family Preservation,Other,1
2013,Comanche,2-Abilene,Investigation,Emergency Shelter,3
2013,Comanche,2-Abilene,Investigation,Family/Kinship Foster Home,4
2013,Comanche,2-Abilene,Investigation,Non-Relative Foster Home,2
2013,Comanche,2-Abilene,Family Preservation,Other,3
2013,Cooke,3-Arlington,Investigation,Emergency Shelter,7
2013,Cooke,3-Arlington,Investigation,Family/Kinship Foster Home,5
2013,Cooke,3-Arlington,Investigation,Non-Relative Foster Home,43
2013,Cooke,3-Arlington,Investigation,Other,6
2013,Cooke,3-Arlington,Family Preservation,Family/Kinship Foster Home,3
2013,Cooke,3-Arlington,Family Preservation,Non-Relative Foster Home,1
2013,Coryell,7-Austin,Investigation,Emergency Shelter,1
2013,Coryell,7-Austin,Investigation,Family/Kinship Foster Home,42
2013,Coryell,7-Austin,Investigation,Non-Relative Foster Home,26
2013,Coryell,7-Austin,Investigation,Other,19
2013,Coryell,7-Austin,Family Preservation,Emergency Shelter,1
2013,Coryell,7-Austin,Family Preservation,Family/Kinship Foster Home,5
2013,Coryell,7-Austin,Family Preservation,Non-Relative Foster Home,2
2013,Coryell,7-Austin,Family Preservation,Other,2
2013,Crane,9-Midland,Investigation,Emergency Shelter,3
2013,Crane,9-Midland,Investigation,Family/Kinship Foster Home,2
2013,Crosby,1-Lubbock,Investigation,Emergency Shelter,1
2013,Crosby,1-Lubbock,Investigation,Family/Kinship Foster Home,2
2013,Crosby,1-Lubbock,Investigation,Non-Relative Foster Home,2
2013,Crosby,1-Lubbock,Family Preservation,Family/Kinship Foster Home,2
2013,Culberson,10-El Paso,Family Preservation,Family/Kinship Foster Home,6
2013,Dallas,3-Arlington,Investigation,Emergency Shelter,103
2013,Dallas,3-Arlington,Investigation,Family/Kinship Foster Home,136
2013,Dallas,3-Arlington,Investigation,GRO/RTC,14
2013,Dallas,3-Arlington,Investigation,Non-Relative Foster Home,709
2013,Dallas,3-Arlington,Investigation,Other,192
2013,Dallas,3-Arlington,Investigation,GRO/RTC,3
2013,Dallas,3-Arlington,Family Preservation,Emergency Shelter,5
2013,Dallas,3-Arlington,Family Preservation,Family/Kinship Foster Home,385
2013,Dallas,3-Arlington,Family Preservation,GRO/RTC,1
2013,Dallas,3-Arlington,Family Preservation,Non-Relative Foster Home,89
2013,Dallas,3-Arlington,Family Preservation,Other,33
2013,Dawson,9-Midland,Investigation,Emergency Shelter,1
2013,Dawson,9-Midland,Investigation,Family/Kinship Foster Home,14
2013,Dawson,9-Midland,Investigation,Non-Relative Foster Home,4
2013,Dawson,9-Midland,Investigation,Other,4
2013,Dawson,9-Midland,Family Preservation,Emergency Shelter,9
2013,Dawson,9-Midland,Family Preservation,Family/Kinship Foster Home,4
2013,Dawson,9-Midland,Family Preservation,Other,1
2013,Deaf Smith,1-Lubbock,Investigation,Emergency Shelter,7
2013,Deaf Smith,1-Lubbock,Investigation,Non-Relative Foster Home,2
2013,Deaf Smith,1-Lubbock,Family Preservation,Emergency Shelter,4
2013,Deaf Smith,1-Lubbock,Family Preservation,Family/Kinship Foster Home,3
2013,Deaf Smith,1-Lubbock,Family Preservation,Non-Relative Foster Home,1
2013,Delta,4-Tyler,Investigation,Emergency Shelter,1
2013,Delta,4-Tyler,Investigation,Family/Kinship Foster Home,1
2013,Delta,4-Tyler,Family Preservation,Family/Kinship Foster Home,1
2013,Denton,3-Arlington,Investigation,Emergency Shelter,17
2013,Denton,3-Arlington,Investigation,Family/Kinship Foster Home,42
2013,Denton,3-Arlington,Investigation,GRO/RTC,1
2013,Denton,3-Arlington,Investigation,Non-Relative Foster Home,78
2013,Denton,3-Arlington,Investigation,Other,28
2013,Denton,3-Arlington,Investigation,GRO/RTC,3
2013,Denton,3-Arlington,Family Preservation,Family/Kinship Foster Home,15
2013,Denton,3-Arlington,Family Preservation,Non-Relative Foster Home,11
2013,Denton,3-Arlington,Family Preservation,Other,4
2013,DeWitt,8-San Antonio,Investigation,Emergency Shelter,1
2013,DeWitt,8-San Antonio,Investigation,Family/Kinship Foster Home,12
2013,DeWitt,8-San Antonio,Investigation,Non-Relative Foster Home,5
2013,DeWitt,8-San Antonio,Investigation,Other,3
2013,Dickens,1-Lubbock,Family Preservation,Family/Kinship Foster Home,1
2013,Dimmit,8-San Antonio,Investigation,Family/Kinship Foster Home,5
2013,Dimmit,8-San Antonio,Investigation,Non-Relative Foster Home,2
2013,Dimmit,8-San Antonio,Investigation,Other,5
2013,Dimmit,8-San Antonio,Investigation,GRO/RTC,1
2013,Dimmit,8-San Antonio,Family Preservation,Family/Kinship Foster Home,5
2013,Duval,11-Edinburg,Investigation,Non-Relative Foster Home,3
2013,Duval,11-Edinburg,Investigation,Other,3
2013,Duval,11-Edinburg,Family Preservation,Emergency Shelter,2
2013,Duval,11-Edinburg,Family Preservation,Non-Relative Foster Home,2
2013,Eastland,2-Abilene,Investigation,GRO/RTC,1
2013,Eastland,2-Abilene,Investigation,Non-Relative Foster Home,1
2013,Eastland,2-Abilene,Investigation,Other,4
2013,Eastland,2-Abilene,Family Preservation,Non-Relative Foster Home,3
2013,Ector,9-Midland,Investigation,Emergency Shelter,29
2013,Ector,9-Midland,Investigation,Family/Kinship Foster Home,29
2013,Ector,9-Midland,Investigation,Non-Relative Foster Home,49
2013,Ector,9-Midland,Investigation,Other,29
2013,Ector,9-Midland,Family Preservation,Emergency Shelter,12
2013,Ector,9-Midland,Family Preservation,Family/Kinship Foster Home,9
2013,Ector,9-Midland,Family Preservation,Non-Relative Foster Home,10
2013,Ector,9-Midland,Family Preservation,Other,1
2013,Edwards,8-San Antonio,Family Preservation,Non-Relative Foster Home,1
2013,Ellis,3-Arlington,Investigation,Emergency Shelter,1
2013,Ellis,3-Arlington,Investigation,Family/Kinship Foster Home,19
2013,Ellis,3-Arlington,Investigation,GRO/RTC,3
2013,Ellis,3-Arlington,Investigation,Non-Relative Foster Home,10
2013,Ellis,3-Arlington,Investigation,Other,2
2013,Ellis,3-Arlington,Investigation,GRO/RTC,2
2013,Ellis,3-Arlington,Family Preservation,Non-Relative Foster Home,6
2013,El Paso,10-El Paso,Investigation,Emergency Shelter,64
2013,El Paso,10-El Paso,Investigation,Family/Kinship Foster Home,12
2013,El Paso,10-El Paso,Investigation,Non-Relative Foster Home,56
2013,El Paso,10-El Paso,Investigation,Other,36
2013,El Paso,10-El Paso,Investigation,GRO/RTC,1
2013,El Paso,10-El Paso,Family Preservation,Emergency Shelter,28
2013,El Paso,10-El Paso,Family Preservation,Family/Kinship Foster Home,76
2013,El Paso,10-El Paso,Family Preservation,GRO/RTC,5
2013,El Paso,10-El Paso,Family Preservation,Non-Relative Foster Home,20
2013,El Paso,10-El Paso,Family Preservation,Other,13
2013,Erath,3-Arlington,Investigation,Emergency Shelter,3
2013,Erath,3-Arlington,Investigation,Non-Relative Foster Home,15
2013,Erath,3-Arlington,Investigation,Other,1
2013,Erath,3-Arlington,Family Preservation,Non-Relative Foster Home,3
2013,Erath,3-Arlington,Family Preservation,GRO/RTC,1
2013,Falls,7-Austin,Investigation,Family/Kinship Foster Home,2
2013,Falls,7-Austin,Family Preservation,Non-Relative Foster Home,7
2013,Fannin,3-Arlington,Investigation,Non-Relative Foster Home,9
2013,Fannin,3-Arlington,Investigation,Other,4
2013,Fayette,7-Austin,Investigation,Emergency Shelter,1
2013,Fayette,7-Austin,Investigation,Family/Kinship Foster Home,13
2013,Fayette,7-Austin,Investigation,Non-Relative Foster Home,4
2013,Fayette,7-Austin,Investigation,Other,1
2013,Fayette,7-Austin,Family Preservation,Family/Kinship Foster Home,2
2013,Floyd,1-Lubbock,Investigation,Family/Kinship Foster Home,11
2013,Floyd,1-Lubbock,Investigation,Non-Relative Foster Home,3
2013,Floyd,1-Lubbock,Family Preservation,Emergency Shelter,4
2013,Floyd,1-Lubbock,Family Preservation,Family/Kinship Foster Home,1
2013,Foard,2-Abilene,Investigation,Non-Relative Foster Home,1
2013,Foard,2-Abilene,Investigation,Other,1
2013,Fort Bend,6-Houston,Investigation,Emergency Shelter,5
2013,Fort Bend,6-Houston,Investigation,Family/Kinship Foster Home,31
2013,Fort Bend,6-Houston,Investigation,GRO/RTC,1
2013,Fort Bend,6-Houston,Investigation,Non-Relative Foster Home,20
2013,Fort Bend,6-Houston,Investigation,Other,13
2013,Fort Bend,6-Houston,Investigation,GRO/RTC,1
2013,Fort Bend,6-Houston,Family Preservation,Emergency Shelter,3
2013,Fort Bend,6-Houston,Family Preservation,Family/Kinship Foster Home,13
2013,Fort Bend,6-Houston,Family Preservation,Non-Relative Foster Home,2
2013,Fort Bend,6-Houston,Family Preservation,Other,2
2013,Franklin,4-Tyler,Investigation,Emergency Shelter,3
2013,Franklin,4-Tyler,Investigation,Family/Kinship Foster Home,6
2013,Franklin,4-Tyler,Investigation,Non-Relative Foster Home,6
2013,Franklin,4-Tyler,Investigation,Other,4
2013,Franklin,4-Tyler,Family Preservation,Family/Kinship Foster Home,2
2013,Freestone,7-Austin,Investigation,Emergency Shelter,3
2013,Freestone,7-Austin,Investigation,Family/Kinship Foster Home,5
2013,Freestone,7-Austin,Investigation,Other,1
2013,Frio,8-San Antonio,Investigation,Emergency Shelter,3
2013,Frio,8-San Antonio,Investigation,Family/Kinship Foster Home,13
2013,Frio,8-San Antonio,Investigation,Non-Relative Foster Home,6
2013,Frio,8-San Antonio,Investigation,Other,10
2013,Gaines,9-Midland,Investigation,Non-Relative Foster Home,3
2013,Gaines,9-Midland,Investigation,Other,4
2013,Galveston,6-Houston,Investigation,Emergency Shelter,1
2013,Galveston,6-Houston,Investigation,Family/Kinship Foster Home,46
2013,Galveston,6-Houston,Investigation,Non-Relative Foster Home,16
2013,Galveston,6-Houston,Investigation,Other,13
2013,Galveston,6-Houston,Family Preservation,Family/Kinship Foster Home,28
2013,Galveston,6-Houston,Family Preservation,GRO/RTC,1
2013,Galveston,6-Houston,Family Preservation,Non-Relative Foster Home,6
2013,Galveston,6-Houston,Family Preservation,Other,7
2013,Garza,1-Lubbock,Investigation,Family/Kinship Foster Home,3
2013,Garza,1-Lubbock,Investigation,GRO/RTC,1
2013,Garza,1-Lubbock,Investigation,Non-Relative Foster Home,7
2013,Garza,1-Lubbock,Investigation,Other,3
2013,Garza,1-Lubbock,Family Preservation,Family/Kinship Foster Home,5
2013,Garza,1-Lubbock,Family Preservation,Non-Relative Foster Home,3
2013,Gillespie,8-San Antonio,Investigation,Emergency Shelter,1
2013,Gillespie,8-San Antonio,Investigation,Non-Relative Foster Home,1
2013,Gillespie,8-San Antonio,Investigation,Other,5
2013,Gillespie,8-San Antonio,Family Preservation,Emergency Shelter,2
2013,Gillespie,8-San Antonio,Family Preservation,Family/Kinship Foster Home,2
2013,Gillespie,8-San Antonio,Family Preservation,Non-Relative Foster Home,4
2013,Goliad,8-San Antonio,Investigation,Non-Relative Foster Home,1
2013,Gonzales,8-San Antonio,Investigation,Family/Kinship Foster Home,6
2013,Gonzales,8-San Antonio,Investigation,GRO/RTC,2
2013,Gonzales,8-San Antonio,Investigation,Non-Relative Foster Home,2
2013,Gonzales,8-San Antonio,Family Preservation,Family/Kinship Foster Home,9
2013,Gonzales,8-San Antonio,Family Preservation,Non-Relative Foster Home,2
2013,Gray,1-Lubbock,Investigation,Emergency Shelter,3
2013,Gray,1-Lubbock,Investigation,Family/Kinship Foster Home,2
2013,Gray,1-Lubbock,Investigation,GRO/RTC,5
2013,Gray,1-Lubbock,Investigation,Non-Relative Foster Home,2
2013,Gray,1-Lubbock,Investigation,Other,2
2013,Gray,1-Lubbock,Investigation,GRO/RTC,1
2013,Gray,1-Lubbock,Family Preservation,Family/Kinship Foster Home,2
2013,Gray,1-Lubbock,Family Preservation,Other,1
2013,Grayson,3-Arlington,Investigation,Emergency Shelter,4
2013,Grayson,3-Arlington,Investigation,Family/Kinship Foster Home,19
2013,Grayson,3-Arlington,Investigation,GRO/RTC,2
2013,Grayson,3-Arlington,Investigation,Non-Relative Foster Home,55
2013,Grayson,3-Arlington,Investigation,Other,17
2013,Grayson,3-Arlington,Investigation,GRO/RTC,1
2013,Grayson,3-Arlington,Family Preservation,Emergency Shelter,3
2013,Grayson,3-Arlington,Family Preservation,Family/Kinship Foster Home,4
2013,Grayson,3-Arlington,Family Preservation,Non-Relative Foster Home,12
2013,Gregg,4-Tyler,Investigation,Emergency Shelter,26
2013,Gregg,4-Tyler,Investigation,Family/Kinship Foster Home,17
2013,Gregg,4-Tyler,Investigation,GRO/RTC,5
2013,Gregg,4-Tyler,Investigation,Non-Relative Foster Home,62
2013,Gregg,4-Tyler,Investigation,Other,13
2013,Gregg,4-Tyler,Family Preservation,Family/Kinship Foster Home,13
2013,Gregg,4-Tyler,Family Preservation,GRO/RTC,1
2013,Gregg,4-Tyler,Family Preservation,Non-Relative Foster Home,4
2013,Grimes,7-Austin,Investigation,Emergency Shelter,3
2013,Grimes,7-Austin,Investigation,Family/Kinship Foster Home,3
2013,Grimes,7-Austin,Investigation,Non-Relative Foster Home,12
2013,Guadalupe,8-San Antonio,Investigation,Emergency Shelter,6
2013,Guadalupe,8-San Antonio,Investigation,Family/Kinship Foster Home,8
